user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,primary_game_at_first_stay,experiment_type,TM_ADT,adt_jump_L24_to_L12,adt_jump_L12_to_TM,eligible_for_host
A16996,3,Elite,321,QC,202.8,41 - 50,1,3,3,0,4.673,0.0,0.0,4.673,14055,0,0,14055,55,0,0,55,1,1,0,0,0,1,1,0,0,1,4147,0,0,4147,89,0,0,89,0,3,4,2,0,1,1,5.897,0.0,0.0,5.897,35085,0,0,35085,123,0,0,123,1,14055,44,3,4,SLOT,ETG_CROSS_SELL,4685.0,False,False,False
A17002,1,Elite,42,Makati_BGC,57.6,51 - 60,1,1,0,1,0.345,0.345,0.0,0.0,611,611,0,0,437,437,0,0,2,2,0,1,0,1,1,1,0,0,1331,1331,0,0,849,849,0,0,0,7,8,2,2,3,1,5.031,5.031,0.0,0.0,6509,6509,0,0,593,593,0,0,4,598,437,1,0,SLOT,ETG_CROSS_SELL,611.0,False,True,False
A17048,2,Prime,147,QC,258.0,41 - 50,1,2,0,2,3.777,0.0,3.777,0.0,4287,0,4287,0,781,0,781,0,1,2,0,0,1,1,2,0,2,0,2012,0,2012,0,695,0,695,0,0,5,9,1,3,3,2,17.18,0.486,13.779,0.0,18960,623,14318,0,741,1094,699,0,8,4287,773,2,3,SLOT,ETG_CROSS_SELL,2143.5,False,False,False
A17278,2,Prime,72,QC,333.6,41 - 50,1,2,1,1,2.181,0.0,0.0,2.181,2099,0,0,2099,15,0,0,15,1,2,1,1,0,0,1,0,0,0,190,0,44,59,56,0,87,5,0,2,3,1,2,0,0,2.64,0.0,0.959,0.397,507,0,102,159,60,0,79,10,1,2085,15,2,2,SLOT,ETG_CROSS_SELL,1049.5,False,True,False
A17301,1,Elite,76,Mandaluyong_Pasig,182.4,41 - 50,1,1,1,0,0.699,0.0,0.0,0.699,1109,0,0,1109,33,0,0,33,2,2,0,1,1,0,1,0,0,1,1334,0,0,1334,42,0,0,42,0,4,6,3,2,1,0,3.995,0.0,0.0,3.995,8359,0,0,8359,42,0,0,42,6,1108,29,1,0,SLOT,ETG_CROSS_SELL,1109.0,False,True,False
A17385,1,Premium,6,Mandaluyong_Pasig,75.0,41 - 50,1,1,0,1,0.385,0.0,0.0,0.385,165,0,0,165,15,0,0,15,2,2,2,0,0,0,0,0,0,0,55,0,0,55,29,0,0,29,0,5,5,4,0,0,1,0.542,0.0,0.0,0.542,507,0,0,507,32,0,0,32,1,160,15,1,0,SLOT,ETG_CROSS_SELL,165.0,False,True,False
A17464,1,Elite,622,Makati_BGC,43.8,41 - 50,1,1,0,1,13.286,0.0,2.756,3.887,18138,0,4228,4841,594,0,1378,37,2,2,2,0,0,0,18,0,9,2,18321,0,10148,1331,813,0,1036,15,0,3,5,5,0,0,0,66.239,0.0,29.005,6.17,92410,0,41378,7145,984,0,1191,25,1,18138,583,1,13,SLOT,ETG_CROSS_SELL,18138.0,False,False,False
A17489,1,Prime,15,Makati_BGC,45.0,51 - 60,1,1,1,0,0.076,0.0,0.076,0.0,0,0,0,0,146,0,146,0,2,2,2,0,0,0,3,0,1,1,846,0,102,321,104,0,162,14,0,3,3,2,0,1,0,3.438,0.0,0.933,0.988,942,0,102,418,93,0,162,11,1,0,146,1,0,SLOT,ETG_CROSS_SELL,0.0,True,False,False
A1776,2,Elite,167,Makati_BGC,57.6,Above 60,2,2,1,1,2.688,2.688,0.0,0.0,4855,4855,0,0,2902,2902,0,0,1,1,0,0,1,0,0,0,0,0,299,299,0,0,3281,3281,0,0,1,6,8,5,0,1,2,3.475,3.475,0.0,0.0,6112,6112,0,0,2020,2020,0,0,7,2420,1443,1,1,SLOT,ETG_CROSS_SELL,2427.5,False,True,False
A17799,1,Prime,76,QC,155.4,51 - 60,1,1,1,0,1.064,1.064,0.0,0.0,1501,1501,0,0,1094,1094,0,0,2,2,0,0,1,1,3,3,0,0,7049,7049,0,0,502,502,0,0,4,5,5,0,0,2,3,4.489,4.489,0.0,0.0,12456,12456,0,0,509,509,0,0,4,1487,1094,1,1,SLOT,ETG_CROSS_SELL,1501.0,False,True,False
A18060,1,Premium,8,Pasay,154.8,31 - 40,1,1,0,1,0.065,0.0,0.0,0.065,105,0,0,105,24,0,0,24,2,2,2,0,0,0,2,0,1,0,2950,0,379,1096,176,0,273,31,8,6,7,7,0,0,0,3.807,0.0,1.64,1.018,5179,0,1152,2552,362,0,691,41,23,102,15,1,0,SLOT,ETG_CROSS_SELL,105.0,False,True,False
A18107,1,Prime,46,Makati_BGC,57.6,31 - 40,1,1,1,0,0.699,0.699,0.0,0.0,677,677,0,0,1094,1094,0,0,1,1,0,1,0,0,1,0,0,0,846,0,58,365,178,0,569,31,1,3,3,0,1,1,1,2.008,0.254,0.12,0.675,2233,439,58,671,196,437,569,29,1,671,1094,1,0,SLOT,ETG_CROSS_SELL,677.0,False,True,False
A18138,1,Prime,103,Mandaluyong_Pasig,202.8,51 - 60,1,1,1,0,0.838,0.0,0.0,0.838,1161,0,0,1161,45,0,0,45,2,2,2,0,0,0,1,0,0,1,2538,0,0,2538,66,0,0,66,0,4,5,5,0,0,0,2.52,0.0,0.0,2.52,3959,0,0,3959,54,0,0,54,1,1152,44,1,0,SLOT,ETG_CROSS_SELL,1161.0,True,True,True
A18270,1,Prime,228,QC,240.6,41 - 50,1,1,0,1,1.89,0.0,0.569,0.376,6242,0,2697,424,2353,0,3893,24,2,2,2,0,0,0,5,0,4,1,7902,0,4316,1400,737,0,867,57,3,11,16,10,2,2,2,96.157,0.0,22.341,27.59,213956,0,60376,49095,1069,0,2339,37,7,6240,2347,1,1,SLOT,ETG_CROSS_SELL,6242.0,False,True,False
A18292,1,Premium,50,Makati_BGC,43.8,Above 60,1,1,0,1,0.981,0.0,0.981,0.0,1064,0,1064,0,1150,0,1150,0,2,2,2,0,0,0,2,1,1,0,1571,1177,394,0,282,219,408,0,6,17,20,10,2,4,4,35.339,33.289,0.769,0.0,32545,31019,467,0,233,228,438,0,25,1064,1137,1,0,SLOT,ETG_CROSS_SELL,1064.0,False,False,False
A18530,3,Elite,202,Manila,0.0,41 - 50,1,3,3,0,5.73,5.73,0.0,0.0,8824,8824,0,0,1094,1094,0,0,1,2,2,0,0,0,2,2,0,0,5713,5713,0,0,1651,1651,0,0,0,3,4,4,0,0,0,2.948,2.948,0.0,0.0,6647,6647,0,0,1640,1640,0,0,2,8821,1094,3,5,SLOT,ETG_CROSS_SELL,2941.3333333333335,True,True,True
A18770,1,Prime,161,Makati_BGC,57.6,51 - 60,1,1,0,1,1.884,0.0,0.331,0.611,4337,0,1094,1075,1049,0,2850,74,2,2,0,0,1,1,3,0,0,2,5927,0,889,3333,678,0,2112,50,0,2,2,0,0,1,1,3.114,0.0,0.476,1.618,5927,0,889,3333,678,0,2112,50,2,4330,1035,1,1,SLOT,ETG_CROSS_SELL,4337.0,True,True,True
A18881,1,Prime,34,Makati_BGC,41.4,31 - 40,1,1,0,1,1.898,0.425,0.0,0.524,1481,407,0,334,106,219,0,14,2,2,0,1,1,0,1,0,0,0,759,0,29,467,91,0,335,20,1,3,3,0,1,2,0,0.905,0.062,0.095,0.394,915,156,29,467,234,2187,335,20,5,1473,102,1,1,SLOT,ETG_CROSS_SELL,1481.0,True,True,True
A19178,2,Elite,411,QC,155.4,Above 60,1,2,2,0,29.596,4.727,10.071,0.0,23993,6004,5992,0,353,296,380,0,1,2,2,0,0,0,31,3,15,0,17133,2173,7494,0,342,219,375,0,0,10,15,14,1,0,0,115.344,11.008,64.941,0.0,61448,9519,30006,0,362,221,401,0,2,23984,350,2,29,SLOT,ETG_CROSS_SELL,11996.5,False,True,False
A19213,1,Prime,141,Makati_BGC,50.4,Above 60,1,1,1,0,1.223,1.223,0.0,0.0,2061,2061,0,0,327,327,0,0,1,2,0,0,1,1,1,0,0,0,844,742,0,102,307,449,0,29,1,5,6,0,0,3,3,8.634,7.276,1.176,0.182,12420,12143,175,102,421,457,262,29,2,2056,321,1,1,SLOT,ETG_CROSS_SELL,2061.0,False,True,False
A19231,1,Elite,222,Pasay,182.4,51 - 60,1,1,0,1,1.63,0.0,0.0,1.63,3443,0,0,3443,48,0,0,48,2,2,0,0,0,2,3,0,0,3,5781,0,0,5781,43,0,0,43,0,11,13,0,1,2,10,21.535,0.0,0.548,20.048,36995,0,58,36499,54,0,232,45,5,3441,44,1,1,SLOT,ETG_CROSS_SELL,3443.0,False,True,False
A19311,1,Elite,6,Makati_BGC,57.6,41 - 50,1,1,1,0,0.956,0.0,0.956,0.0,87,0,87,0,219,0,219,0,1,1,1,0,0,0,0,0,0,0,1778,1778,0,0,547,547,0,0,1,1,1,1,0,0,0,0.469,0.469,0.0,0.0,1778,1778,0,0,547,547,0,0,1,87,219,1,0,SLOT,ETG_CROSS_SELL,87.0,True,False,False
A19356,1,Elite,671,Pasay,307.8,31 - 40,1,1,0,1,1.616,0.0,1.616,0.0,17379,0,17379,0,9884,0,9884,0,2,2,1,0,1,0,2,0,0,1,5846,0,0,3647,73,0,15,79,1,3,4,3,0,1,0,2.482,0.624,0.026,1.25,8086,1583,0,4305,605,2187,15,78,1,17379,9871,1,1,SLOT,ETG_CROSS_SELL,17379.0,True,False,False
A1940,2,Prime,124,Pasay,297.0,Above 60,1,2,2,0,3.815,0.0,0.0,3.815,3609,0,0,3609,16,0,0,16,1,2,2,0,0,0,5,0,0,5,3253,0,0,3253,12,0,0,12,0,12,22,16,3,3,0,42.04,0.0,0.216,41.727,32778,0,58,32685,22,0,370,20,6,3601,15,2,3,SLOT,ETG_CROSS_SELL,1804.5,False,True,False
A19445,2,Prime,37,Pasay,307.8,51 - 60,1,2,2,0,1.422,0.0,0.0,1.422,1082,0,0,1082,27,0,0,27,1,2,2,0,0,0,1,0,0,1,1191,0,29,904,103,0,365,29,0,2,5,5,0,0,0,3.102,0.0,0.208,2.41,2110,0,44,1692,63,0,352,17,2,1079,15,2,1,SLOT,ETG_CROSS_SELL,541.0,False,True,False
A19490,2,Elite,757,Manila,0.0,31 - 40,1,2,0,2,26.759,2.619,0.181,7.229,88662,6734,29,26366,336,1094,102,63,1,1,0,0,1,0,3,0,0,3,5845,0,0,5845,39,0,0,39,0,6,9,4,1,2,2,39.988,2.706,0.621,21.072,121755,6444,496,64619,218,1094,628,58,3,88661,335,2,26,SLOT,ETG_CROSS_SELL,44331.0,False,True,False
A19659,2,Prime,129,QC,249.6,31 - 40,1,2,0,2,7.285,1.502,1.946,0.087,7153,1425,2304,46,461,219,1020,18,1,2,1,0,0,1,7,0,4,0,6928,0,3907,490,756,0,817,29,0,4,7,2,0,2,3,13.25,0.0,10.799,0.26,12308,0,9287,490,701,0,712,29,2,7144,452,2,7,SLOT,ETG_CROSS_SELL,3576.5,False,True,False
A19731,1,Elite,99,Mandaluyong_Pasig,202.8,Above 60,1,1,1,0,1.245,1.245,0.0,0.0,1438,1438,0,0,547,547,0,0,1,1,1,0,0,0,0,0,0,0,986,986,0,0,1920,1920,0,0,2,5,5,2,1,2,0,3.779,3.779,0.0,0.0,5216,5216,0,0,1191,1191,0,0,5,1429,539,1,1,SLOT,ETG_CROSS_SELL,1438.0,False,True,False
A19809,2,Prime,64,QC,333.6,21 - 30,1,2,1,1,7.652,0.0,0.0,7.652,2082,0,0,2082,9,0,0,9,2,2,2,0,0,0,5,0,0,5,1656,0,0,1656,6,0,0,6,1,2,2,2,0,0,0,5.382,0.0,0.0,5.382,1656,0,0,1656,6,0,0,6,1,2070,0,2,7,SLOT,ETG_CROSS_SELL,1041.0,True,True,True
A19812,1,Elite,213,Pasay,154.8,51 - 60,1,1,0,1,4.89,0.1,0.111,1.419,9318,267,15,2824,87,547,146,49,1,2,2,0,0,0,1,0,0,1,680,0,0,680,22,0,0,22,0,8,17,17,0,0,0,27.69,0.0,3.363,15.986,59849,0,1502,48857,152,0,408,81,5,9317,73,1,4,SLOT,ETG_CROSS_SELL,9318.0,False,True,False
A19844,1,Elite,2,Makati_BGC,57.6,51 - 60,1,1,1,0,0.099,0.0,0.0,0.099,29,0,0,29,15,0,0,15,2,2,2,0,0,0,2,1,0,0,2474,2445,15,0,426,437,365,15,0,25,25,6,0,11,8,43.188,37.913,0.024,0.107,66566,59510,15,29,465,468,365,45,1,29,15,1,0,SLOT,ETG_CROSS_SELL,29.0,False,False,False
A19891,2,Elite,386,Pasay,307.8,41 - 50,1,2,2,0,3.1,0.0,0.0,3.1,11266,0,0,11266,65,0,0,65,1,1,1,0,0,0,2,0,0,2,4942,0,0,4942,44,0,0,44,0,2,3,2,1,0,0,9.65,0.0,0.423,5.582,23678,0,408,14223,128,0,940,49,2,11256,58,2,3,SLOT,ETG_CROSS_SELL,5633.0,False,True,False
A19900,1,Elite,223,Makati_BGC,75.6,Above 60,1,1,1,0,1.144,1.144,0.0,0.0,4155,4155,0,0,5557,5557,0,0,2,2,2,0,0,0,3,3,0,0,6418,6418,0,0,1911,1911,0,0,1,2,2,2,0,0,0,2.861,2.861,0.0,0.0,6418,6418,0,0,1911,1911,0,0,1,4155,5555,1,1,SLOT,ETG_CROSS_SELL,4155.0,True,False,False
A19920,1,Supreme,77,Pasay,297.0,41 - 50,1,1,0,1,0.877,0.0,0.877,0.0,1327,0,1327,0,1254,0,1254,0,2,2,0,0,2,0,5,0,1,1,9129,0,962,3602,421,0,848,70,0,9,9,1,1,4,3,16.123,0.0,8.428,2.839,33232,0,17627,8313,1244,0,2095,62,4,1327,1254,1,0,SLOT,ETG_CROSS_SELL,1327.0,False,False,False
A19929,2,Elite,91,QC,240.6,51 - 60,2,2,0,2,0.813,0.813,0.0,0.0,1155,1155,0,0,1094,1094,0,0,2,2,1,1,0,0,3,1,0,0,6634,3544,0,58,1929,2187,0,15,0,5,6,2,2,1,1,5.285,3.928,0.0,0.156,12318,9228,0,58,1883,1951,0,15,2,569,539,1,0,SLOT,ETG_CROSS_SELL,577.5,False,True,False
A20008,1,Elite,205,Makati_BGC,45.0,51 - 60,1,1,0,1,6.524,0.0,0.0,6.524,2989,0,0,2989,15,0,0,15,1,2,0,0,1,1,9,0,0,7,7655,0,15,6197,37,0,729,32,0,9,17,10,2,2,3,37.094,0.0,2.481,32.826,30414,0,2304,26667,73,0,701,27,3,2989,15,1,6,SLOT,ETG_CROSS_SELL,2989.0,False,False,False
A20160,1,Elite,383,Makati_BGC,46.2,41 - 50,2,2,0,2,3.903,0.0,0.0,3.903,11164,0,0,11164,37,0,0,37,1,1,1,0,0,0,2,0,0,2,10119,0,0,10119,54,0,0,54,2,3,4,1,1,1,1,20.758,0.0,0.0,20.758,46642,0,0,46642,51,0,0,51,5,5570,15,1,1,SLOT,ETG_CROSS_SELL,5582.0,False,True,False
A20206,1,Elite,97,Makati_BGC,52.8,51 - 60,1,1,0,1,0.442,0.0,0.0,0.442,1268,0,0,1268,73,0,0,73,2,2,1,0,1,0,2,0,0,2,7821,0,0,7821,101,0,0,101,1,4,5,2,0,1,2,7.513,0.0,0.0,7.513,29145,0,0,29145,96,0,0,96,4,1268,73,1,0,SLOT,ETG_CROSS_SELL,1268.0,False,False,False
A20365,1,Elite,202,QC,240.6,41 - 50,1,1,0,1,4.116,1.559,0.499,0.0,5884,2154,787,0,910,742,1434,0,1,1,0,0,0,1,3,0,1,0,2966,0,1254,229,988,0,1134,21,0,8,11,4,1,3,3,73.04,15.821,15.869,0.944,151260,42886,23765,1368,1661,1942,1497,53,1,5876,904,1,4,SLOT,ETG_CROSS_SELL,5884.0,False,True,False
A20421,2,Premium,318,Pasay,246.0,31 - 40,2,2,1,1,2.631,0.0,2.631,0.0,6109,0,6109,0,2134,0,2134,0,1,1,1,0,0,0,5,2,1,0,9874,4470,467,0,921,1094,488,0,4,2,2,2,0,0,0,5.469,1.891,0.931,0.0,10019,4470,612,0,912,1094,521,0,4,3047,1064,1,1,SLOT,ETG_CROSS_SELL,3054.5,True,True,True
A20443,1,Prime,374,Makati_BGC,57.6,41 - 50,1,1,1,0,2.504,0.0,0.0,2.504,7087,0,0,7087,45,0,0,45,2,2,1,0,0,1,6,0,0,3,10538,0,44,6662,36,0,335,26,1,3,3,2,0,0,1,7.557,0.0,0.111,5.152,16662,0,44,12785,37,0,335,32,1,7086,44,1,2,SLOT,ETG_CROSS_SELL,7087.0,True,True,True
A20539,1,Prime,35,QC,155.4,Above 60,1,1,0,1,0.406,0.406,0.0,0.0,577,577,0,0,1094,1094,0,0,2,2,2,0,0,0,0,0,0,0,1134,1134,0,0,2081,2081,0,0,2,5,5,2,0,1,2,0.669,0.658,0.0,0.011,1985,1985,0,0,2080,2113,0,15,3,569,1094,1,0,SLOT,ETG_CROSS_SELL,577.0,False,True,False
A20629,1,Prime,75,Makati_BGC,57.6,31 - 40,1,1,0,1,0.106,0.045,0.0,0.008,270,135,0,0,372,437,0,15,2,2,2,0,0,0,2,2,0,0,5160,5160,0,0,437,437,0,0,1,2,2,2,0,0,0,1.89,1.89,0.0,0.0,5160,5160,0,0,437,437,0,0,3,262,365,1,0,SLOT,ETG_CROSS_SELL,270.0,True,True,True
A20768,1,Premium,200,Makati_BGC,134.4,31 - 40,1,1,0,1,6.141,0.6,0.489,0.958,12902,2726,787,787,2244,6487,1385,29,2,2,2,0,0,0,1,0,0,0,2192,593,627,0,1178,713,1672,0,1,10,15,14,1,0,0,56.286,13.344,6.841,2.072,152538,28327,24028,5672,1879,1404,2990,52,9,12889,2231,1,6,SLOT,ETG_CROSS_SELL,12902.0,False,True,False
A20776,1,Elite,23,Makati_BGC,82.8,Above 60,1,1,0,1,0.209,0.0,0.0,0.209,329,0,0,329,50,0,0,50,1,1,1,0,0,0,0,0,0,0,105,0,0,105,22,0,0,22,2,2,2,2,0,0,0,2.197,0.0,0.0,2.197,1780,0,0,1780,20,0,0,20,3,321,44,1,0,SLOT,ETG_CROSS_SELL,329.0,False,True,False
A20810,1,Elite,35,Manila,0.0,51 - 60,1,1,0,1,0.413,0.413,0.0,0.0,503,503,0,0,547,547,0,0,1,2,0,1,1,0,3,1,0,1,6917,3711,0,357,2033,3293,0,16,0,2,4,0,2,2,0,3.658,2.008,0.0,0.582,8266,5061,0,357,1764,2146,0,16,4,496,539,1,0,SLOT,ETG_CROSS_SELL,503.0,True,True,True
A20842,1,Elite,337,QC,273.6,41 - 50,1,1,0,1,4.356,2.059,0.119,0.0,9828,4900,15,0,423,437,175,0,1,1,0,0,0,1,0,0,0,0,675,675,0,0,2187,2187,0,0,1,4,4,1,0,0,3,7.527,7.527,0.0,0.0,28809,28809,0,0,533,533,0,0,2,9827,423,1,4,SLOT,ETG_CROSS_SELL,9828.0,False,True,False
A21003,1,Elite,467,Makati_BGC,57.6,41 - 50,1,1,1,0,0.12,0.0,0.0,0.12,248,0,0,248,44,0,0,44,2,2,1,0,1,0,11,0,0,8,32738,0,44,23013,48,0,583,36,5,4,4,1,1,2,0,18.729,0.0,0.107,15.349,54490,0,44,44766,47,0,583,40,17,248,44,1,0,SLOT,ETG_CROSS_SELL,248.0,False,False,False
A21050,1,Prime,111,Pasay,307.8,Above 60,1,1,1,0,4.412,1.601,0.605,0.0,3230,1527,87,0,840,1094,171,0,1,1,1,0,0,0,4,0,2,0,612,15,292,0,213,1094,207,0,1,9,11,11,0,0,0,28.784,0.014,26.796,0.0,13720,15,13399,0,538,1094,562,0,15,3222,831,1,4,SLOT,ETG_CROSS_SELL,3230.0,False,True,False
A21055,1,Elite,53,Manila,0.0,31 - 40,1,1,0,1,0.919,0.0,0.919,0.0,773,0,773,0,744,0,744,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,146,0,146,0,0,2,3,0,0,2,1,8.649,0.0,3.518,0.82,6911,0,2318,1137,461,0,562,23,6,773,744,1,0,SLOT,ETG_CROSS_SELL,773.0,False,False,False
A211,4,Elite,75,Pasay,297.0,41 - 50,3,4,1,3,1.901,1.901,0.0,0.0,4372,4372,0,0,1572,1572,0,0,1,1,1,0,0,0,1,1,0,0,1108,1108,0,0,2187,2187,0,0,6,4,5,3,0,0,2,7.842,7.842,0.0,0.0,15105,15105,0,0,1773,1773,0,0,6,1443,510,1,0,SLOT,ETG_CROSS_SELL,1093.0,False,True,False
A2128,1,Premium,46,Makati_BGC,57.6,Above 60,1,1,0,1,0.688,0.688,0.0,0.0,671,671,0,0,1488,1488,0,0,1,1,0,0,1,0,1,1,0,0,1449,1449,0,0,437,437,0,0,1,1,1,0,0,1,0,0.833,0.833,0.0,0.0,1449,1449,0,0,437,437,0,0,6,671,1487,1,0,SLOT,ETG_CROSS_SELL,671.0,True,False,False
A21337,1,Elite,42,Makati_BGC,48.6,Above 60,1,1,1,0,0.39,0.39,0.0,0.0,712,712,0,0,437,437,0,0,2,2,0,1,1,0,0,0,0,0,780,780,0,0,437,437,0,0,2,7,7,2,2,1,2,4.558,4.558,0.0,0.0,10002,10002,0,0,497,497,0,0,4,700,437,1,0,SLOT,ETG_CROSS_SELL,712.0,False,True,False
A21397,2,Elite,84,Manila,0.0,41 - 50,1,2,1,1,1.614,0.372,0.0,0.82,1943,712,0,462,208,437,0,12,2,2,1,1,0,0,6,1,1,1,8056,964,2231,834,537,266,1793,17,1,4,7,2,2,1,2,16.789,2.629,1.076,7.409,19775,4458,2566,5729,377,714,1575,21,3,1939,204,2,1,SLOT,ETG_CROSS_SELL,971.5,False,True,False
A21410,1,Elite,86,Makati_BGC,57.6,51 - 60,1,1,0,1,3.552,0.0,0.377,1.399,4614,0,73,2234,67,0,161,42,2,2,2,0,0,0,2,0,1,1,1944,0,102,1629,113,0,190,33,0,8,8,5,1,0,2,19.961,1.391,0.644,10.447,28598,2445,117,16205,113,547,188,32,3,4607,58,1,3,SLOT,ETG_CROSS_SELL,4614.0,False,True,False
A21483,1,Prime,10,QC,333.6,41 - 50,1,1,0,1,0.354,0.0,0.082,0.095,291,0,29,116,253,0,481,55,1,2,2,0,0,0,2,0,2,0,452,0,452,0,306,0,306,0,1,1,2,2,0,0,0,1.592,0.0,1.592,0.0,452,0,452,0,306,0,306,0,1,277,248,1,0,SLOT,ETG_CROSS_SELL,291.0,True,True,True
A21575,2,Elite,57,Makati_BGC,57.6,41 - 50,2,2,1,1,0.856,0.0,0.0,0.856,1662,0,0,1662,46,0,0,46,1,1,1,0,0,0,1,0,0,1,3499,0,0,3499,48,0,0,48,0,7,7,5,1,0,1,4.648,0.0,0.326,4.322,7815,0,248,7567,188,0,537,162,2,831,15,1,0,SLOT,ETG_CROSS_SELL,831.0,False,False,False
A21729,1,Elite,298,Makati_BGC,51.0,Above 60,1,1,0,1,2.781,0.0,0.0,2.781,4170,0,0,4170,37,0,0,37,2,2,1,0,1,0,7,0,0,5,10352,0,15,7421,48,0,292,48,0,5,7,3,0,2,2,27.6,0.0,0.026,25.412,42393,0,15,39463,41,0,292,41,2,4170,29,1,2,SLOT,ETG_CROSS_SELL,4170.0,False,False,False
A21753,1,Premium,4995,Pasay,297.0,31 - 40,1,1,0,1,2.558,0.0,2.558,0.0,25573,0,25573,0,9739,0,9739,0,1,1,0,0,0,1,1,0,1,0,4884,0,4884,0,5482,0,5482,0,2,6,10,3,2,2,3,44.63,0.0,10.567,14.417,472525,0,73760,202090,3127,0,6500,264,6,25573,9725,1,2,SLOT,ETG_CROSS_SELL,25573.0,False,False,False
A21786,1,Prime,62,Makati_BGC,46.2,31 - 40,1,1,0,1,0.332,0.0,0.332,0.0,904,0,904,0,2395,0,2395,0,1,1,1,0,0,0,0,0,0,0,496,0,496,0,2038,0,2038,0,0,4,4,4,0,0,0,0.53,0.0,0.53,0.0,991,0,991,0,1972,0,1972,0,1,904,2391,1,0,SLOT,ETG_CROSS_SELL,904.0,False,False,False
A21833,1,Prime,173,QC,155.4,41 - 50,1,1,0,1,2.432,0.0,0.018,1.198,3840,0,0,1920,30,0,15,30,2,2,0,1,1,0,5,0,0,5,6482,0,0,6482,26,0,0,26,0,2,2,0,1,1,0,4.682,0.0,0.0,4.682,6482,0,0,6482,26,0,0,26,2,3835,29,1,2,SLOT,ETG_CROSS_SELL,3840.0,True,True,True
A21847,2,Elite,110,Pasay,224.4,31 - 40,2,2,2,0,9.033,0.0,9.033,0.0,3237,0,3237,0,300,0,300,0,2,2,0,0,0,2,16,0,11,0,5715,0,4155,0,303,0,308,15,0,7,9,3,2,1,3,29.14,0.0,23.65,0.954,12670,0,9083,2027,318,0,336,27,2,1618,146,1,4,SLOT,ETG_CROSS_SELL,1618.5,False,True,False
A21904,1,Prime,161,Makati_BGC,48.6,41 - 50,1,1,1,0,1.236,0.0,0.0,1.236,2343,0,0,2343,54,0,0,54,1,1,0,0,0,1,0,0,0,0,145,0,0,145,25,0,0,25,1,1,1,0,0,0,1,0.296,0.0,0.0,0.296,145,0,0,145,25,0,0,25,1,2333,44,1,1,SLOT,ETG_CROSS_SELL,2343.0,True,True,True
A21909,1,Prime,336,Makati_BGC,75.6,41 - 50,1,1,1,0,1.91,1.91,0.0,0.0,4898,4898,0,0,1094,1094,0,0,1,1,1,0,0,0,1,1,0,0,2023,2023,0,0,2187,2187,0,0,0,8,11,6,1,1,3,8.765,8.765,0.0,0.0,21893,21893,0,0,3246,3246,0,0,3,4884,1094,1,1,SLOT,ETG_CROSS_SELL,4898.0,False,True,False
A21983,2,Elite,100,Pasay,297.0,Above 60,2,2,0,2,1.779,0.0,0.0,1.779,2930,0,0,2930,44,0,0,44,1,1,0,0,1,0,1,0,0,1,2187,0,0,2187,47,0,0,47,0,2,3,1,0,1,1,5.669,0.0,2.186,1.486,33907,0,16359,3956,4587,0,6891,54,1,1458,15,1,0,SLOT,ETG_CROSS_SELL,1465.0,False,True,False
A22162,1,Prime,8,Makati_BGC,52.8,41 - 50,1,1,0,1,1.066,0.0,0.511,0.022,233,0,117,0,238,0,248,15,1,1,0,1,0,0,6,0,2,1,1487,0,583,160,138,0,189,0,0,2,3,1,1,0,1,14.739,0.0,6.205,1.865,4097,0,1910,350,184,0,245,1,1,233,233,1,1,SLOT,ETG_CROSS_SELL,233.0,False,False,False
A22180,1,Premium,159,Makati_BGC,52.8,Above 60,1,1,0,1,0.799,0.799,0.0,0.0,2316,2316,0,0,547,547,0,0,2,2,1,1,0,0,1,1,0,0,4111,4111,0,0,547,547,0,0,0,8,14,7,4,2,1,8.828,8.828,0.0,0.0,35954,35954,0,0,451,451,0,0,1,2304,539,1,0,SLOT,ETG_CROSS_SELL,2316.0,False,True,False
